weight,care_responsibility,heard_before,realistic,enthusiastic,worried,willing_to_use,less_worried_about_family_care,society_saves_money,treat_robot_like_friend,older_adults_more_isolated,older_adults_more_independent,only_for_people_who_cannot_afford_human_caregiver,camera_human_operator,positive_reason_1,positive_reason_2,positive_reason_3,negative_reason_1,negative_reason_2
0.1595849,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.6772709,Very likely,,,,,,,,,,,,,,,,,
0.1492829,Very likely,,,,,,,,,,,,,,,,,
4.1450973,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Refused / No answer,
0.2724193,Very likely,,,,,,,,,,,,,,,,,
1.6229592,Very likely,,,,,,,,,,,,,,,,,
0.4579217,Very likely,,,,,,,,,,,,,,,,,
3.0951039,I am already doing this,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Worried about errors,
0.3224321,Not at all likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Safety / Security,,,,
0.303607,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Just don't like it,
1.0654761,Very likely,Nothing at all,Not at all realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.409253,Not too likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
1.7256716,Somewhat likely,,,,,,,,,,,,,,,,,
2.6747609,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Worse,Other,,,,
0.36637,Not too likely,,,,,,,,,,,,,,,,,
3.6328558,Very likely,,,,,,,,,,,,,,,,,
2.9669526,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.2454732,Not too likely,,,,,,,,,,,,,,,,,
0.3983695,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Better quality of care,,,
7.4234163,I am already doing this,,,,,,,,,,,,,,,,,
0.589989,I am already doing this,,,,,,,,,,,,,,,,,
0.433721,Not at all likely,,,,,,,,,,,,,,,,,
0.5645938,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,7.0,
0.3955926,Somewhat likely,,,,,,,,,,,,,,,,,
0.6894341,I am already doing this,,,,,,,,,,,,,,,,,
0.5932747,Somewhat likely,,,,,,,,,,,,,,,,,
0.3204202,I am already doing this,,,,,,,,,,,,,,,,,
0.2492301,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Worried about errors,
3.2305341,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,Caregiving is family's job
0.502721,Very likely,,,,,,,,,,,,,,,,,
0.7379298,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.2012211,I am already doing this,,,,,,,,,,,,,,,,,
0.3897164,Not too likely,,,,,,,,,,,,,,,,,
0.5489498,Very likely,,,,,,,,,,,,,,,,,
0.1335834,Somewhat likely,,,,,,,,,,,,,,,,,
0.1362631,Somewhat likely,,,,,,,,,,,,,,,,,
0.4331294,I am already doing this,,,,,,,,,,,,,,,,,
1.6449409,Very likely,,,,,,,,,,,,,,,,,
2.6137199,Somewhat likely,,,,,,,,,,,,,,,,,
0.1231863,Not at all likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,Worried about errors
1.8086393,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Greater independence,,,,
0.1583083,Not too likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Greater independence,,,,
1.3756465,Not too likely,,,,,,,,,,,,,,,,,
0.2252604,Not too likely,,,,,,,,,,,,,,,,,
7.4234163,Very likely,,,,,,,,,,,,,,,,,
0.9371248,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Human factor lacking,
3.7640159,Somewhat likely,A little,Not very realistic,Somewhat enthusiastic,Not at all worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
2.4072762,Very likely,,,,,,,,,,,,,,,,,
0.3534869,Not at all likely,A little,Extremely realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Worse,,,,Human factor lacking,
0.7873756,Somewhat likely,,,,,,,,,,,,,,,,,
0.9826472,Somewhat likely,,,,,,,,,,,,,,,,,
0.2099699,Very likely,A little,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","No, not likely","Yes, likely",Better,Better quality of care,,,,
0.1208843,I am already doing this,,,,,,,,,,,,,,,,,
0.2458366,Not at all likely,,,,,,,,,,,,,,,,,
0.4337047,Very likely,,,,,,,,,,,,,,,,,
0.2404622,Refused,,,,,,,,,,,,,,,,,
0.4019348,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Worse,Reduce burden on family,,,,
0.9284028,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.8836154,Somewhat likely,,,,,,,,,,,,,,,,,
0.1763336,Not too likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Worse,,,,Refused / No answer,
5.5113383,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Other,,,,
0.3079181,Very likely,,,,,,,,,,,,,,,,,
2.3364774,I am already doing this,,,,,,,,,,,,,,,,,
0.1710816,Very likely,A little,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2152912,I am already doing this,,,,,,,,,,,,,,,,,
0.8456018,I am already doing this,,,,,,,,,,,,,,,,,
1.5341871,Very likely,,,,,,,,,,,,,,,,,
0.3022479,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,,,,
0.1694065,Somewhat likely,,,,,,,,,,,,,,,,,
0.2837347,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",No difference,,,,Human factor lacking,
0.1543032,Not at all likely,,,,,,,,,,,,,,,,,
0.1944909,I am already doing this,,,,,,,,,,,,,,,,,
0.1804745,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,,,,
1.586365,Somewhat likely,,,,,,,,,,,,,,,,,
0.9015681,Somewhat likely,A lot,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Other,
0.1520574,Not at all likely,,,,,,,,,,,,,,,,,
0.2688157,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Better quality of care,,,,
0.3366527,Not too likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.361947,Very likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Human factor lacking,
0.4815515,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Reduce burden on family,Save money,,,
1.3223177,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,,,,Other,
0.1566155,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely",Refused,"Yes, likely","No, not likely","Yes, likely","No, not likely",Better,,,,Caregiving is family's job,
0.644627,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.2906223,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.2547246,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Very worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Reduce burden on family,Better quality of care,,,
0.1891271,Very likely,A lot,Extremely realistic,Very enthusiastic,Very worried,Yes,"Yes, likely",Refused,"Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Other,,,,
0.2275293,Very likely,,,,,,,,,,,,,,,,,
0.164086,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,Always available,,,
6.1034282,Somewhat likely,,,,,,,,,,,,,,,,,
1.6705757,Not at all likely,,,,,,,,,,,,,,,,,
0.1970069,I am already doing this,,,,,,,,,,,,,,,,,
0.3089782,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Very worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Human factor lacking,
0.1605629,Not too likely,,,,,,,,,,,,,,,,,
0.2471366,Very likely,,,,,,,,,,,,,,,,,
0.2660825,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Worse,Save money,Greater independence,,,
1.8589126,Very likely,,,,,,,,,,,,,,,,,
0.1306995,Not at all likely,,,,,,,,,,,,,,,,,
0.9673162,Somewhat likely,A lot,Somewhat realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Refused / No answer,
0.979333,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Other,,,,
0.2783679,Very likely,,,,,,,,,,,,,,,,,
0.2790501,I am already doing this,,,,,,,,,,,,,,,,,
0.2743789,Not at all likely,,,,,,,,,,,,,,,,,
2.0451197,Somewhat likely,,,,,,,,,,,,,,,,,
0.1962879,Somewhat likely,,,,,,,,,,,,,,,,,
0.495777,Not too likely,,,,,,,,,,,,,,,,,
1.8884765,Somewhat likely,,,,,,,,,,,,,,,,,
0.218755,Very likely,,,,,,,,,,,,,,,,,
0.3501705,I am already doing this,Nothing at all,Not very realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.5694842,Somewhat likely,,,,,,,,,,,,,,,,,
0.4211776,Not too likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"No, not likely",Refused,"Yes, likely","No, not likely","Yes, likely",Refused,No difference,Better quality of care,,,,
1.1002998,Not too likely,,,,,,,,,,,,,,,,,
0.1102324,Not at all likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.3525397,I am already doing this,A little,Somewhat realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,Worried about errors
2.2893649,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.1544785,Very likely,,,,,,,,,,,,,,,,,
7.4234163,Not at all likely,,,,,,,,,,,,,,,,,
0.733777,I am already doing this,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Worried about errors,
0.450064,Not at all likely,,,,,,,,,,,,,,,,,
1.8162985,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Refused / No answer,
0.226185,Very likely,,,,,,,,,,,,,,,,,
0.9039503,Very likely,,,,,,,,,,,,,,,,,
0.9903338,Somewhat likely,,,,,,,,,,,,,,,,,
1.6071206,Somewhat likely,A little,Somewhat realistic,Not at all enthusiastic,Not at all worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,7.0
0.0879108,Not at all likely,,,,,,,,,,,,,,,,,
7.0765832,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.0879108,Not at all likely,,,,,,,,,,,,,,,,,
7.4234163,I am already doing this,Nothing at all,Somewhat realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Worried about errors,
0.5907398,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.2069954,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,,,,Just don't like it,
1.6786299,Very likely,,,,,,,,,,,,,,,,,
0.4076316,Very likely,,,,,,,,,,,,,,,,,
0.6730536,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Worried about errors,
0.1805668,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Very worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
6.4970311,Not at all likely,,,,,,,,,,,,,,,,,
0.2657866,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
0.0920235,Somewhat likely,,,,,,,,,,,,,,,,,
0.1386263,I am already doing this,,,,,,,,,,,,,,,,,
1.134812,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Save money,,,,
0.2859587,I am already doing this,,,,,,,,,,,,,,,,,
0.0920235,Somewhat likely,,,,,,,,,,,,,,,,,
6.3104442,Somewhat likely,,,,,,,,,,,,,,,,,
0.2950125,Very likely,Nothing at all,Extremely realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,Safety / Security,,,
0.3665677,Not at all likely,,,,,,,,,,,,,,,,,
3.0620793,I am already doing this,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,Caregiving is family's job
0.4291279,Very likely,,,,,,,,,,,,,,,,,
3.0238717,Not at all likely,A little,Not at all realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Other,
